"fecha","ciudad","producto","ventas","unidades_vendidas","edad_cliente","promocion","satisfaccion_cliente","tasa_devolucion"
2021-01-22,"Cuenca","Frutas",376.3,5,37,FALSE,1,0.06
2021-01-23,"Quito","Pan",237.77,4,38,FALSE,1,0.02
2021-01-24,"Guayaquil","Pollo",100.61,11,22,FALSE,1,0.08
2021-01-25,"Manta","Verduras",218,35,31,FALSE,1,0.03
2021-01-26,"Portoviejo","Pollo",156.75,35,44,FALSE,5,0.05
2021-01-27,"Portoviejo","Verduras",208.4,1,41,FALSE,4,0.06
2021-01-28,"Manta","Atún",138.97,9,31,TRUE,2,0.01
2021-01-29,"Cuenca","Pollo",340.01,38,47,FALSE,1,0.07
2021-01-30,"Guayaquil","Verduras",444.74,30,39,TRUE,5,0.07
2021-01-31,"Cuenca","Frutas",264.97,3,53,FALSE,1,0.01
2021-02-01,"Guayaquil","Verduras",227.2,22,38,FALSE,3,0.06
2021-02-02,"Cuenca","Atún",157.28,33,59,FALSE,5,0.08
2021-02-03,"Manta","Pan",265.83,15,51,FALSE,3,0.1
2021-02-04,"Manta","Carne",478.15,13,32,FALSE,2,0.02
2021-02-05,"Cuenca","Frutas",445.34,28,25,FALSE,5,0.03
2021-02-06,"Manta","Verduras",412.56,30,29,FALSE,2,0.1
2021-02-07,"Manta","Leche",304.86,48,23,FALSE,1,0.1
2021-02-08,"Guayaquil","Arroz",229.02,12,51,TRUE,1,0.1
2021-02-09,"Guayaquil","Atún",226.67,1,23,FALSE,5,0.06
2021-02-10,"Portoviejo","Carne",354.43,19,50,FALSE,5,0.1
2021-02-11,"Guayaquil","Carne",189.38,47,45,FALSE,3,0.09
2021-02-12,"Cuenca","Pan",346.87,39,46,FALSE,1,0
2021-02-13,"Manta","Frutas",213.69,4,38,TRUE,2,0.07
2021-02-14,"Portoviejo","Carne",337.14,5,23,FALSE,4,0.07
2021-02-15,"Portoviejo","Pan",117.13,2,32,FALSE,3,0.02
2021-02-16,"Manta","Arroz",450.5,44,59,FALSE,4,0.06
2021-02-17,"Guayaquil","Pollo",278.81,7,18,FALSE,4,0.07
2021-02-18,"Guayaquil","Pan",163.28,29,48,FALSE,5,0.08
2021-02-19,"Guayaquil","Carne",362.13,14,29,FALSE,2,0.03
2021-02-20,"Portoviejo","Pan",191.39,42,28,TRUE,3,0.1
2021-02-21,"Quito","Frutas",173.33,3,46,FALSE,3,0.1
2021-02-22,"Manta","Atún",393.22,30,41,TRUE,2,0.01
2021-02-23,"Manta","Verduras",445.81,50,38,FALSE,1,0.05
2021-02-24,"Guayaquil","Atún",146.81,45,NA,FALSE,4,0.01
2021-02-25,"Quito","Pollo",168.38,31,45,FALSE,1,0.08
2021-02-26,"Manta","Atún",59.44,40,27,FALSE,4,0.04
2021-02-27,"Portoviejo","Verduras",462.2,6,23,FALSE,4,0.01
2021-02-28,"Quito","Arroz",93.77,23,50,FALSE,2,0.08
2021-03-01,"Manta","Carne",193.3,17,55,TRUE,4,0.06
2021-03-02,"Cuenca","Verduras",325.12,16,29,FALSE,4,0.09
2021-03-03,"Quito","Leche",491.25,23,NA,FALSE,1,0.09
2021-03-04,"Cuenca","Pan",398.54,32,46,FALSE,3,0.08
2021-03-05,"Guayaquil","Atún",107.96,22,28,FALSE,4,0.01
2021-03-06,"Quito","Leche",124.9,34,40,FALSE,2,0.06
2021-03-07,"Guayaquil","Pollo",474.02,32,20,FALSE,3,0.05
2021-03-08,"Cuenca","Atún",246.39,16,57,TRUE,1,0.1
2021-03-09,"Cuenca","Leche",246.43,31,57,TRUE,4,0.05
2021-03-10,"Portoviejo","Pan",346.16,6,31,FALSE,2,0.06
2021-03-11,"Manta","Verduras",116.78,13,60,FALSE,1,0.1
2021-03-12,"Quito","Arroz",354.01,42,18,FALSE,4,0.05
2021-03-13,"Manta","Leche",380.35,6,24,TRUE,1,0.03
2021-03-14,"Portoviejo","Carne",413.22,44,27,FALSE,2,0.03
2021-03-15,"Portoviejo","Arroz",281.29,40,30,FALSE,1,0.01
2021-03-16,"Guayaquil","Arroz",228.54,2,20,FALSE,5,0.04
2021-03-17,"Manta","Pan",98.97,49,27,FALSE,2,0
2021-03-18,"Guayaquil","Frutas",449.4,15,22,FALSE,2,0.02
2021-03-19,"Guayaquil","Atún",165.7,40,56,FALSE,3,0.08
2021-03-20,"Guayaquil","Frutas",371.54,50,54,TRUE,5,0.05
2021-03-21,"Cuenca","Atún",318.89,16,34,FALSE,2,0.01
2021-03-22,"Portoviejo","Verduras",481.8,38,24,FALSE,3,0.01
2021-03-23,"Portoviejo","Frutas",476.04,9,39,FALSE,2,0.09
2021-03-24,"Cuenca","Leche",186.67,43,55,FALSE,2,0.05
2021-03-25,"Manta","Pan",155.11,10,26,FALSE,2,0.06
2021-03-26,"Guayaquil","Frutas",81.25,30,20,FALSE,1,0.07
2021-03-27,"Portoviejo","Pan",80.41,39,21,FALSE,4,0.04
2021-03-28,"Cuenca","Carne",202.56,15,41,FALSE,1,0.09
2021-03-29,"Manta","Frutas",216.75,45,34,FALSE,3,0.04
2021-03-30,"Portoviejo","Arroz",270.32,42,21,FALSE,2,0.04
2021-03-31,"Cuenca","Pollo",247.65,49,26,FALSE,5,0.09
2021-04-01,"Quito","Leche",457.98,40,51,FALSE,3,0.05
2021-04-02,"Portoviejo","Verduras",449.62,39,26,FALSE,2,0.07
2021-04-03,"Portoviejo","Leche",114.88,39,41,FALSE,5,0.06
2021-04-04,"Quito","Arroz",174.54,35,54,FALSE,4,0.02
2021-04-05,"Portoviejo","Carne",270.7,25,42,FALSE,1,0.03
2021-04-06,"Quito","Pan",404.9,45,44,FALSE,4,0.02
2021-04-07,"Quito","Pan",329.45,30,28,FALSE,5,0.08
2021-04-08,"Cuenca","Frutas",105.29,18,33,FALSE,5,0
2021-04-09,"Guayaquil","Carne",462.35,50,44,FALSE,3,0.08
2021-04-10,"Manta","Pan",186.91,43,NA,FALSE,5,0.09
2021-04-11,"Manta","Arroz",164.29,17,24,FALSE,1,0.05
2021-04-12,"Cuenca","Carne",273.1,20,36,FALSE,4,0.09
2021-04-13,"Cuenca","Atún",315.31,30,56,FALSE,4,0.02
2021-04-14,"Quito","Pan",194.54,41,54,FALSE,1,0.04
2021-04-15,"Guayaquil","Atún",400.73,34,38,FALSE,3,0.01
2021-04-16,"Cuenca","Verduras",435.41,45,30,FALSE,4,0.04
2021-04-17,"Quito","Verduras",454.39,28,35,FALSE,4,0.03
2021-04-18,"Guayaquil","Verduras",273.29,40,60,TRUE,5,0.06
2021-04-19,"Portoviejo","Pan",123.47,34,NA,FALSE,2,0.07
2021-04-20,"Portoviejo","Pan",441.24,10,58,FALSE,4,0.07
2021-04-21,"Manta","Frutas",83.12,25,48,TRUE,2,0.06
2021-04-22,"Portoviejo","Frutas",485.58,30,19,TRUE,5,0.09
2021-04-23,"Portoviejo","Pan",423.17,15,23,FALSE,5,0.06
2021-04-24,"Cuenca","Frutas",393.83,10,27,FALSE,5,0.02
2021-04-25,"Guayaquil","Pan",455.03,30,56,FALSE,3,0.03
2021-04-26,"Cuenca","Atún",378.01,25,32,FALSE,3,0.06
2021-04-27,"Cuenca","Pan",193.89,1,39,TRUE,4,0.07
2021-04-28,"Quito","Carne",362.42,7,55,FALSE,4,0.08
2021-04-29,"Manta","Pollo",384.31,30,41,FALSE,5,0.01
2021-04-30,"Portoviejo","Pan",174.5,29,47,FALSE,5,0.09
2021-05-01,"Cuenca","Frutas",250.68,25,59,FALSE,1,0.02
2021-05-02,"Guayaquil","Pollo",252.36,32,41,FALSE,5,0.09
2021-05-03,"Manta","Leche",192.07,3,50,FALSE,5,0.03
2021-05-04,"Cuenca","Pollo",204.11,24,52,FALSE,4,0.08
2021-05-05,"Manta","Pollo",328.43,8,19,FALSE,3,0.03
2021-05-06,"Quito","Verduras",122.76,13,43,FALSE,2,0.09
2021-05-07,"Guayaquil","Pan",247.89,46,58,TRUE,3,0.07
2021-05-08,"Guayaquil","Verduras",52.13,42,28,FALSE,4,0.03
2021-05-09,"Guayaquil","Leche",356.81,24,52,TRUE,4,0.07
2021-05-10,"Quito","Pollo",494.58,1,21,FALSE,3,0.08
2021-05-11,"Manta","Verduras",262.46,36,40,FALSE,4,0.1
2021-05-12,"Cuenca","Leche",162.62,26,44,FALSE,1,0.05
2021-05-13,"Portoviejo","Carne",401.13,10,49,FALSE,1,0.04
2021-05-14,"Cuenca","Carne",217.94,46,27,TRUE,1,0.08
2021-05-15,"Guayaquil","Pollo",195.43,41,42,FALSE,1,0.08
2021-05-16,"Manta","Atún",283.21,4,35,TRUE,1,0.03
2021-05-17,"Manta","Atún",103.98,27,55,FALSE,3,0.03
2021-05-18,"Quito","Verduras",367.57,1,21,TRUE,4,0.04
2021-05-19,"Quito","Frutas",153.7,30,60,FALSE,1,0.07
2021-05-20,"Quito","Pollo",82.46,42,53,FALSE,3,0.06
2021-05-21,"Guayaquil","Verduras",170.55,44,35,FALSE,1,0.08
2021-05-22,"Portoviejo","Verduras",333.47,3,28,TRUE,1,0.01
2021-05-23,"Manta","Pan",196.84,15,25,FALSE,1,0.05
2021-05-24,"Manta","Arroz",494.36,1,28,FALSE,4,0.07
2021-05-25,"Guayaquil","Verduras",208.62,7,53,TRUE,2,0.08
2021-05-26,"Cuenca","Carne",256.72,39,42,FALSE,3,0
2021-05-27,"Portoviejo","Arroz",431.62,48,42,TRUE,1,0.08
2021-05-28,"Manta","Leche",239.38,41,19,FALSE,4,0.06
2021-05-29,"Manta","Frutas",353.48,32,46,FALSE,1,0.02
2021-05-30,"Portoviejo","Pollo",68.7,47,33,FALSE,5,0.07
2021-05-31,"Portoviejo","Arroz",303.99,32,39,FALSE,5,0.03
2021-06-01,"Portoviejo","Pan",378.07,14,33,TRUE,2,0.02
2021-06-02,"Cuenca","Verduras",142.58,17,39,TRUE,4,0.08
2021-06-03,"Quito","Verduras",271.69,19,35,FALSE,4,0.03
2021-06-04,"Portoviejo","Carne",457.78,18,26,FALSE,1,0.01
2021-06-05,"Guayaquil","Arroz",346.13,30,49,FALSE,2,0.09
2021-06-06,"Guayaquil","Frutas",80.01,24,40,TRUE,4,0.02
2021-06-07,"Portoviejo","Pan",224.73,48,40,TRUE,3,0.07
2021-06-08,"Quito","Verduras",441.79,33,21,FALSE,1,0.04
2021-06-09,"Cuenca","Leche",113.49,18,52,TRUE,3,0.09
2021-06-10,"Guayaquil","Pollo",480.03,18,20,FALSE,1,0.03
2021-06-11,"Manta","Arroz",310.45,22,50,FALSE,4,0.01
2021-06-12,"Quito","Leche",404.1,31,34,FALSE,1,0.05
2021-06-13,"Guayaquil","Atún",58.69,31,60,FALSE,3,0.01
2021-06-14,"Manta","Atún",178.57,19,24,FALSE,1,0.04
2021-06-15,"Cuenca","Arroz",477.64,28,41,FALSE,4,0.02
2021-06-16,"Quito","Carne",71.06,49,36,FALSE,3,0.04
2021-06-17,"Quito","Pollo",240.3,1,39,TRUE,3,0.1
2021-06-18,"Portoviejo","Pollo",315.1,5,21,FALSE,2,0.06
2021-06-19,"Portoviejo","Pollo",365.47,5,40,FALSE,2,0.01
2021-06-20,"Quito","Verduras",373.58,32,53,FALSE,3,0.07
2021-06-21,"Quito","Pan",257.48,24,44,FALSE,5,0.03
2021-06-22,"Quito","Atún",158.55,37,51,FALSE,4,0.08
2021-06-23,"Manta","Pollo",241.72,40,26,FALSE,2,0.06
2021-06-24,"Cuenca","Frutas",204.49,9,35,TRUE,1,0.08
2021-06-25,"Portoviejo","Verduras",445.42,21,59,FALSE,3,0.04
2021-06-26,"Cuenca","Carne",240.47,46,19,FALSE,3,0.04
2021-06-27,"Manta","Pollo",418.36,37,42,FALSE,2,0.05
2021-06-28,"Portoviejo","Pollo",413.28,1,18,FALSE,4,0.03
2021-06-29,"Cuenca","Frutas",357.65,22,53,FALSE,1,0.01
2021-06-30,"Cuenca","Verduras",344.58,36,47,FALSE,3,0.01
2021-07-01,"Portoviejo","Pan",110.48,37,37,FALSE,4,0.07
2021-07-02,"Manta","Verduras",73.57,37,42,FALSE,3,0.04
2021-07-03,"Cuenca","Frutas",475.78,4,38,FALSE,4,0.1
2021-07-04,"Cuenca","Frutas",149.43,34,31,FALSE,2,0.03
2021-07-05,"Portoviejo","Pan",146.41,19,29,FALSE,3,0.03
2021-07-06,"Manta","Atún",253.46,44,43,FALSE,3,0.02
2021-07-07,"Cuenca","Pollo",151.86,3,35,TRUE,3,0.07
2021-07-08,"Cuenca","Leche",232.12,44,60,FALSE,2,0.03
2021-07-09,"Manta","Arroz",303.33,31,54,FALSE,1,0.04
2021-07-10,"Guayaquil","Carne",148.94,25,43,TRUE,5,0
2021-07-11,"Cuenca","Pan",491.1,45,29,FALSE,1,0.04
2021-07-12,"Quito","Pan",412.2,1,42,FALSE,1,0.03
2021-07-13,"Guayaquil","Carne",291,46,48,FALSE,3,0.05
2021-07-14,"Cuenca","Frutas",220.7,4,42,FALSE,2,0.07
2021-07-15,"Portoviejo","Atún",431.24,43,29,FALSE,4,0.09
2021-07-16,"Manta","Leche",363.4,36,42,FALSE,4,0.05
2021-07-17,"Quito","Frutas",207.66,10,19,FALSE,4,0.02
2021-07-18,"Manta","Pollo",219.52,17,43,FALSE,1,0.05
2021-07-19,"Cuenca","Verduras",172.72,21,45,FALSE,4,0.05
2021-07-20,"Quito","Frutas",197.32,15,41,FALSE,2,0.09
2021-07-21,"Quito","Pan",295.85,19,20,TRUE,4,0.06
2021-07-22,"Portoviejo","Verduras",85.92,17,47,FALSE,5,0.01
2021-07-23,"Manta","Leche",313.58,45,27,TRUE,5,0.04
2021-07-24,"Guayaquil","Leche",169.16,32,50,TRUE,5,0.06
2021-07-25,"Guayaquil","Pollo",467.77,41,49,FALSE,3,0.04
2021-07-26,"Quito","Atún",252.46,27,28,FALSE,5,0.01
2021-07-27,"Portoviejo","Frutas",432.33,26,51,FALSE,2,0.06
2021-07-28,"Quito","Arroz",217.59,16,23,TRUE,2,0.03
2021-07-29,"Cuenca","Pan",56.76,36,59,FALSE,5,0.06
2021-07-30,"Portoviejo","Verduras",210.15,29,34,FALSE,5,0.06
2021-07-31,"Portoviejo","Verduras",299.1,45,19,TRUE,1,0.06
2021-08-01,"Manta","Frutas",416.01,22,36,TRUE,3,0.07
2021-08-02,"Portoviejo","Atún",284.88,37,59,FALSE,2,0.02
2021-08-03,"Guayaquil","Pollo",262.53,32,28,TRUE,2,0.09
2021-08-04,"Portoviejo","Pan",263.44,27,26,FALSE,1,0.09
2021-08-05,"Cuenca","Arroz",320.86,50,58,FALSE,4,0.05
2021-08-06,"Cuenca","Frutas",316.58,34,47,FALSE,1,0.04
2021-08-07,"Cuenca","Pan",309.66,31,44,FALSE,5,0.07
2021-08-08,"Cuenca","Carne",359.8,2,NA,FALSE,5,0.06
2021-08-09,"Portoviejo","Pan",379.03,40,40,FALSE,1,0.07
2021-08-10,"Cuenca","Frutas",436.97,44,51,TRUE,4,0.02
2021-08-11,"Portoviejo","Arroz",169.19,44,49,FALSE,2,0.05
2021-08-12,"Cuenca","Frutas",238.08,8,36,FALSE,1,0.05
2021-08-13,"Cuenca","Carne",388.09,19,32,FALSE,2,0.04
2021-08-14,"Guayaquil","Arroz",475.29,42,NA,FALSE,2,0.04
2021-08-15,"Cuenca","Frutas",177.22,29,22,FALSE,3,0.01
2021-08-16,"Portoviejo","Pan",127.86,28,53,FALSE,1,0.06
2021-08-17,"Cuenca","Verduras",52.21,47,55,FALSE,1,0.01
2021-08-18,"Cuenca","Arroz",279.44,23,32,FALSE,3,0.08
2021-08-19,"Guayaquil","Pan",243.66,15,38,FALSE,4,0.07
2021-08-20,"Quito","Atún",73.52,8,47,FALSE,5,0.06
2021-08-21,"Cuenca","Carne",52.69,44,41,FALSE,5,0.02
2021-08-22,"Portoviejo","Frutas",375.89,46,40,FALSE,4,0.02
2021-08-23,"Quito","Pan",310.68,16,43,FALSE,2,0.08
2021-08-24,"Guayaquil","Frutas",252.57,6,46,FALSE,4,0.05
2021-08-25,"Portoviejo","Arroz",157.6,34,27,FALSE,4,0.02
2021-08-26,"Quito","Frutas",228.63,6,28,FALSE,3,0.06
2021-08-27,"Portoviejo","Arroz",113.79,45,52,FALSE,1,0.06
2021-08-28,"Quito","Pollo",462.3,50,47,FALSE,1,0.06
2021-08-29,"Quito","Leche",372.18,43,45,FALSE,1,0.09
2021-08-30,"Manta","Frutas",406.62,45,49,FALSE,5,0.05
2021-08-31,"Cuenca","Pan",257.52,42,41,FALSE,1,0.02
2021-09-01,"Cuenca","Verduras",106.23,41,50,FALSE,2,0.03
2021-09-02,"Manta","Verduras",62.4,41,34,FALSE,1,0.1
2021-09-03,"Guayaquil","Pollo",452.54,44,28,FALSE,2,0.09
2021-09-04,"Portoviejo","Arroz",358.75,5,29,FALSE,4,0.05
2021-09-05,"Manta","Verduras",323.62,24,40,FALSE,4,0.06
2021-09-06,"Portoviejo","Leche",199.64,50,56,FALSE,5,0.07
2021-09-07,"Cuenca","Pan",164.71,3,55,TRUE,1,0.06
2021-09-08,"Cuenca","Atún",308.65,12,42,FALSE,1,0.05
2021-09-09,"Quito","Frutas",486.39,27,43,TRUE,5,0.06
2021-09-10,"Quito","Leche",339.58,37,27,FALSE,1,0.03
2021-09-11,"Quito","Carne",234.28,4,23,FALSE,5,0.03
2021-09-12,"Portoviejo","Frutas",187.75,28,28,FALSE,1,0.05
2021-09-13,"Manta","Frutas",189.79,41,49,FALSE,2,0.05
2021-09-14,"Manta","Pollo",193.44,34,42,FALSE,3,0.06
2021-09-15,"Manta","Pollo",137.48,19,43,FALSE,3,0.02
2021-09-16,"Quito","Frutas",118.44,40,57,TRUE,2,0.03
2021-09-17,"Quito","Frutas",336.92,22,50,TRUE,3,0.09
2021-09-18,"Manta","Atún",123.69,31,53,FALSE,5,0.02
2021-09-19,"Manta","Pollo",210.74,22,38,FALSE,5,0.05
2021-09-20,"Quito","Verduras",488.37,7,41,FALSE,2,0.01
2021-09-21,"Guayaquil","Pollo",398.01,16,51,FALSE,4,0.03
2021-09-22,"Portoviejo","Frutas",437.38,49,31,FALSE,3,0.06
2021-09-23,"Manta","Atún",480.22,1,40,FALSE,2,0.09
2021-09-24,"Cuenca","Leche",98.42,27,56,FALSE,4,0.06
2021-09-25,"Cuenca","Atún",465.89,5,27,FALSE,3,0.08
2021-09-26,"Cuenca","Carne",414.38,22,25,TRUE,5,0.01
2021-09-27,"Quito","Leche",436.21,47,59,FALSE,2,0.05
2021-09-28,"Manta","Verduras",332.25,40,47,TRUE,5,0.01
2021-09-29,"Cuenca","Leche",227.73,43,33,TRUE,2,0.05
2021-09-30,"Manta","Carne",469.91,40,47,TRUE,2,0.04
2021-10-01,"Guayaquil","Leche",311.06,32,21,FALSE,5,0.09
2021-10-02,"Cuenca","Verduras",228.6,17,30,FALSE,1,0
2021-10-03,"Guayaquil","Leche",248.89,45,52,FALSE,3,0
2021-10-04,"Quito","Verduras",69.71,31,30,FALSE,1,0.03
2021-10-05,"Guayaquil","Verduras",142.14,11,22,FALSE,1,0.08
2021-10-06,"Manta","Pollo",392.28,21,48,FALSE,2,0.01
2021-10-07,"Quito","Pan",158.34,31,33,FALSE,5,0.02
2021-10-08,"Portoviejo","Leche",493.3,45,59,TRUE,3,0.07
2021-10-09,"Quito","Leche",110.74,6,52,FALSE,1,0.09
2021-10-10,"Guayaquil","Frutas",413.94,45,41,FALSE,3,0.05
2021-10-11,"Cuenca","Frutas",160.94,47,18,FALSE,1,0.03
2021-10-12,"Manta","Atún",181.17,46,27,FALSE,4,0.05
2021-10-13,"Manta","Frutas",304.15,17,48,FALSE,1,0.08
2021-10-14,"Cuenca","Arroz",435.6,19,NA,FALSE,2,0.02
2021-10-15,"Quito","Atún",204.88,31,55,FALSE,2,0.02
2021-10-16,"Portoviejo","Verduras",321,42,23,FALSE,1,0.08
2021-10-17,"Cuenca","Frutas",441.4,34,31,FALSE,3,0.08
2021-10-18,"Portoviejo","Verduras",109.83,46,43,TRUE,3,0.02
2021-10-19,"Guayaquil","Pan",81.86,29,30,FALSE,2,0.01
2021-10-20,"Quito","Verduras",415.12,33,59,FALSE,3,0.02
2021-10-21,"Portoviejo","Verduras",417.55,39,55,TRUE,4,0.05
2021-10-22,"Portoviejo","Frutas",50.79,48,35,FALSE,1,0.06
2021-10-23,"Portoviejo","Pollo",496.74,9,48,FALSE,4,0.04
2021-10-24,"Cuenca","Leche",477.12,29,29,FALSE,4,0.09
2021-10-25,"Quito","Verduras",355.74,33,45,FALSE,1,0.08
2021-10-26,"Guayaquil","Atún",187.74,6,26,FALSE,4,0.09
2021-10-27,"Manta","Pan",68.23,17,60,FALSE,2,0
2021-10-28,"Portoviejo","Pollo",221.3,27,60,TRUE,4,0.06
2021-10-29,"Quito","Verduras",388.53,29,48,TRUE,1,0.05
2021-10-30,"Cuenca","Pollo",408.03,42,NA,TRUE,2,0.08
2021-10-31,"Guayaquil","Verduras",220.56,6,56,FALSE,1,0.07
2021-11-01,"Portoviejo","Carne",416.79,16,29,TRUE,4,0.07
2021-11-02,"Guayaquil","Verduras",322.03,26,38,FALSE,3,0.08
2021-11-03,"Cuenca","Leche",368.48,50,28,FALSE,5,0.04
2021-11-04,"Portoviejo","Pollo",460.1,20,34,FALSE,5,0.02
2021-11-05,"Guayaquil","Carne",175.74,46,50,FALSE,2,0
2021-11-06,"Quito","Arroz",68.5,47,46,FALSE,4,0.02
2021-11-07,"Guayaquil","Frutas",229.99,2,32,TRUE,2,0.07
2021-11-08,"Cuenca","Carne",431.77,2,57,FALSE,2,0
2021-11-09,"Manta","Pan",121.84,4,58,TRUE,2,0.05
2021-11-10,"Manta","Carne",112.22,24,18,FALSE,4,0.05
2021-11-11,"Quito","Arroz",471.89,50,26,FALSE,4,0.05
2021-11-12,"Manta","Pollo",275.21,22,54,TRUE,3,0.08
2021-11-13,"Cuenca","Leche",298.84,8,60,FALSE,1,0.08
2021-11-14,"Quito","Leche",476.72,42,46,FALSE,5,0.06
2021-11-15,"Cuenca","Frutas",405.57,19,43,TRUE,5,0.02
2021-11-16,"Portoviejo","Leche",273.4,9,49,TRUE,5,0.02
2021-11-17,"Portoviejo","Arroz",314.64,37,27,TRUE,5,0.01
2021-11-18,"Quito","Carne",162.05,25,54,TRUE,2,0.04
2021-11-19,"Quito","Carne",68.05,33,NA,FALSE,3,0.1
2021-11-20,"Guayaquil","Leche",490.67,15,21,FALSE,4,0.02
2021-11-21,"Quito","Carne",140.31,27,49,TRUE,4,0.06
2021-11-22,"Portoviejo","Pan",56.73,49,54,FALSE,1,0.02
2021-11-23,"Portoviejo","Carne",238.77,40,40,FALSE,1,0
2021-11-24,"Cuenca","Pan",84.25,32,59,TRUE,5,0.02
2021-11-25,"Guayaquil","Pollo",455.95,42,26,FALSE,1,0.03
2021-11-26,"Manta","Arroz",184.75,29,21,FALSE,4,0.01
2021-11-27,"Guayaquil","Arroz",336.94,48,43,FALSE,4,0.04
2021-11-28,"Manta","Carne",364.58,14,51,TRUE,1,0.02
2021-11-29,"Cuenca","Leche",190.58,44,56,FALSE,5,0.04
2021-11-30,"Manta","Verduras",130.71,46,33,FALSE,1,0.1
2021-12-01,"Portoviejo","Verduras",55.59,17,22,FALSE,5,0.02
2021-12-02,"Portoviejo","Carne",86.77,43,52,TRUE,1,0.1
2021-12-03,"Guayaquil","Atún",264.76,24,51,FALSE,2,0.02
2021-12-04,"Cuenca","Verduras",94.33,12,49,FALSE,1,0.1
2021-12-05,"Cuenca","Carne",487.82,46,30,FALSE,4,0.01
2021-12-06,"Portoviejo","Pollo",170.98,12,30,TRUE,5,0.06
2021-12-07,"Cuenca","Verduras",267.11,3,44,FALSE,2,0.1
2021-12-08,"Quito","Carne",386.77,48,52,TRUE,1,0.09
2021-12-09,"Guayaquil","Carne",97.89,33,20,TRUE,1,0.09
2021-12-10,"Guayaquil","Pollo",443.3,19,35,TRUE,5,0.02
2021-12-11,"Guayaquil","Atún",382.37,28,31,TRUE,3,0.02
2021-12-12,"Quito","Leche",217.96,25,49,FALSE,4,0.05
2021-12-13,"Cuenca","Carne",178.71,46,30,FALSE,2,0.09
2021-12-14,"Quito","Atún",183.42,25,30,FALSE,4,0
2021-12-15,"Portoviejo","Frutas",252.82,32,42,TRUE,2,0.05
2021-12-16,"Portoviejo","Pollo",168.77,26,39,FALSE,4,0.07
2021-12-17,"Cuenca","Leche",432.06,8,38,FALSE,2,0.02
2021-12-18,"Portoviejo","Verduras",349.73,42,35,FALSE,1,0.07
2021-12-19,"Cuenca","Pollo",252.08,19,46,FALSE,3,0.04
2021-12-20,"Cuenca","Pan",57.67,11,20,FALSE,4,0.02
2021-12-21,"Cuenca","Pan",383.74,41,55,FALSE,3,0.09
2021-12-22,"Portoviejo","Verduras",487.24,11,34,FALSE,5,0
2021-12-23,"Manta","Pan",51.83,35,19,FALSE,3,0.03
2021-12-24,"Guayaquil","Frutas",324.19,36,37,FALSE,2,0.08
2021-12-25,"Quito","Arroz",69.69,30,33,FALSE,1,0.08
2021-12-26,"Quito","Verduras",372.11,33,35,FALSE,1,0.02
2021-12-27,"Manta","Frutas",149.73,12,60,FALSE,2,0.04
2021-12-28,"Guayaquil","Pollo",117.93,34,48,FALSE,4,0.06
2021-12-29,"Quito","Leche",190.06,18,NA,FALSE,4,0.08
2021-12-30,"Portoviejo","Carne",265.93,26,54,TRUE,5,0.06
2021-12-31,"Quito","Atún",82.85,39,38,FALSE,3,0.06
2022-01-01,"Portoviejo","Atún",128.13,26,58,FALSE,5,0.09
2022-01-02,"Cuenca","Frutas",72.28,23,52,FALSE,3,0.09
2022-01-03,"Cuenca","Carne",444.9,14,50,FALSE,1,0.03
2022-01-04,"Manta","Verduras",414.73,46,23,TRUE,4,0.06
2022-01-05,"Guayaquil","Atún",443.44,11,49,FALSE,1,0.02
2022-01-06,"Cuenca","Leche",92.35,21,58,FALSE,3,0.05
2022-01-07,"Cuenca","Pollo",386.67,40,52,TRUE,1,0
2022-01-08,"Portoviejo","Verduras",82.8,37,45,FALSE,2,0.02
2022-01-09,"Manta","Carne",133.04,16,47,FALSE,1,0
2022-01-10,"Quito","Pollo",130.67,22,21,FALSE,4,0.03
2022-01-11,"Guayaquil","Carne",367.39,9,58,TRUE,4,0.04
2022-01-12,"Manta","Leche",249.86,42,44,FALSE,2,0.03
2022-01-13,"Guayaquil","Arroz",265.69,1,45,FALSE,1,0.05
2022-01-14,"Manta","Leche",253.14,29,27,FALSE,3,0.04
2022-01-15,"Manta","Leche",472.88,25,25,FALSE,5,0.05
2022-01-16,"Portoviejo","Verduras",151.59,40,55,TRUE,5,0.06
2022-01-17,"Manta","Carne",274.45,29,NA,FALSE,4,0.08
2022-01-18,"Quito","Atún",179.18,11,29,FALSE,2,0.09
2022-01-19,"Guayaquil","Pollo",171.23,14,54,TRUE,3,0.02
2022-01-20,"Quito","Pollo",304.3,25,23,FALSE,3,0.03
2022-01-21,"Quito","Arroz",428.96,12,47,TRUE,3,0.04
2022-01-22,"Manta","Verduras",92.37,15,20,TRUE,5,0.04
2022-01-23,"Cuenca","Carne",232.35,48,22,FALSE,3,0.02
2022-01-24,"Manta","Arroz",271.86,22,36,FALSE,4,0
2022-01-25,"Cuenca","Arroz",405.94,43,37,TRUE,3,0.08
2022-01-26,"Guayaquil","Pollo",477.79,14,21,FALSE,5,0.02
2022-01-27,"Quito","Frutas",174.33,50,57,FALSE,5,0.07
2022-01-28,"Guayaquil","Pan",445.35,12,48,TRUE,1,0.09
2022-01-29,"Cuenca","Carne",404.33,49,42,FALSE,5,0.02
2022-01-30,"Guayaquil","Arroz",154.84,2,43,FALSE,5,0.02
2022-01-31,"Cuenca","Carne",112.65,16,41,FALSE,2,0.09
